0,1,2,3,4,5,6
0.0,0.0,-16.440310646698165,-307.77385255890914,3.705844173203417,-2.649212631433201,5.905811468845897
0.0,0.0,-91.58160801107641,-167.4717073683473,-95.63145353455123,32.80008503627329,32.80008503627329
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5123345748770305,7.014659670232078,16.018187723286786,15.520547378295248,-134.2208266553277,15.526021757250021,14.452648212184599
3.8333951353464215,3.8333951353464215,-77.46420785954163,-77.45988424074162,2328.5714285714284,-60.595329177114024,-60.60015423336695
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.156317846287436,20.156317846287436,14.807930607187103,14.797261716693,1.890547263681583,12.63536137198858,12.635055038103289
0.0,0.0,-16.945493793847817,-16.926605504587158,2.9296875,13.554037789475217,14.913322608290343
18.683145417750808,18.683145417750808,-48.408057179987004,-18.056322473771402,-388.4440227703985,59.659294069571445,62.284443281433994
-2.6011540306424763,-3.221335197710715,-265.9985152190052,-21.159420289855063,-65.93151882746464,-4.655263210521753,-6.3224177787862885
0.0,0.0,107.93082886106143,-1797.0588235294117,77.03495477878269,-5.237730677937066,0.9352338273810261
-19.165824742081384,-23.040350118232098,173.93174648695157,267.49711149624494,-375.8623863767115,-15.77122283049772,3.3222965093387984
0.0,0.0,0.0,0.0,0.0,0.0,0.0
-16.14478556831726,19.08726701738253,50.836780579231146,18.440074816294413,20.832593174920547,-10.925219321978275,1.9225315867244461
18.060934634571723,18.060934634571723,20.66846843343508,19.574667464924374,65.49923195084486,17.051622770759252,17.216701364691914
8.136085461027847,-142.40694132709632,2280.378657487091,1845.9053343350863,0.0,13.828959794988677,8.518665777048184
0.0,0.0,127.64227642276421,121.72056131787676,122.42503259452411,-25.262421273617917,13.514467184191957
0.0,0.0,-35.840874488940585,-35.69876406991088,-16.77622164355924,-8.999998432329136,-16.19457309587912
0.0,0.0,7.85517474742592,3.9227637851840598,0.4455169853350611,11.211686951245909,12.195985612315255
0.0,0.0,130.0361532899494,92.05598455598457,1.7788909225187126,0.5962175446094591,14.555618454571189
-15.9586624897848,-74.64927812585127,-21.965934065934064,-23.87341772151899,-40.18288393903868,-8.57584269662921,-29.795461610195844
-43.01579224950536,55.35878855345092,82.87160307397338,89.91097357091192,-153.9800840760932,-3.0138041169447973,-7.448557047136404
26.254102267126328,26.254102267126328,-131.84235687821203,-131.67640713043843,1701.4415080391796,-13.791305509106067,17.442069068620114
7.963294975021242,-374.1811589516095,-49.443641164267305,-37.77453887520732,-376.5687604505158,52.13440540425714,29.038235839150047
5.422755826879282,5.566457781355211,-673.2901336892639,-688.4018124230159,-15.663768943788938,10.063866190448607,4.104030492148809
10.227957439584571,29.42806443206635,23.919436138099343,29.455363240147165,-79.95395224383815,80.74622253473018,85.52159838824875
14.114352161139095,14.114352161139095,-13.986996365453706,-0.7399879140801033,10.581116963391807,6.144858110476534,6.468774690647578
0.0,0.0,-15.303099147950235,-14.098485669748158,171.16369639757863,-0.5994921095592218,8.013459306725878
0.0,0.0,-39.45641128397429,-44.55458123316992,12.603002596229814,-46.21248511539833,-47.62740487981401
0.0,0.0,-109.10462776659959,-123.02512302512302,38.33858722195089,-2.5509628885632054,-6.943216255154255
0.0,0.0,-37.59479149595507,-39.41474848214829,-6.828899613443667,-15.074539843406072,-13.636017521796788
-3.8142531719616386,-3.924050660614114,-239.14793812376135,-232.0945534299988,328.67914513636293,-13.287529995711651,131.3539553012277
1.4754113646547182,-6.7997876760714036,-91.07134491153245,-85.36475307978263,238.29301568977274,67.17213454678233,73.50417762785446
-14.80043479764548,-28.806577193010042,-628.4414229383564,-660.6682008826724,1806.7999607371394,-99.00591337832296,-77.7877317484605
-2.9475468499858692,-3.063690868568912,2486.6022099447514,-447.97525309336334,91.32486038898517,56.723670095286195,59.12104807969504
-115.24075630729924,-115.24075630729924,-3036.3898703655072,-2434.6866300194806,4445.461151717436,-51.642769468823204,56.976798765397376
-19.299744878090934,-19.299744878090934,-84.52778639433058,-85.17254488339321,-107.42688513790497,-0.11069244216879781,-53.78113486463758
0.0,0.0,1245.1755834969003,721.3416837287728,-51.146942563680966,0.10422596773547355,-0.33888873281551923
0.0,0.11981477283767106,-48.08565173279222,-257.13593017617586,-40.2378675792193,-25.415391635797505,-33.009904179080436
10.389385569421577,311.2875388332758,10.053398378271481,1.3959207290611886,-26.796618130577727,-16.46856591828606,-18.344995240912723
2.7309569514166725,2.7309569514166725,-33.80905870206868,-33.80905870206868,-57.97257750822493,-1.278930835934375,-6.280464222947117
-14.522408801821172,-21.352538571306155,41.9225634178905,18.096514745308312,-16.290588882773804,0.4176605073288613,2.8999958452781556
2.4283676548748474,2.654537866945603,-6.8650523630175115,1.4924629010499189,-21.92224650604068,-32.47811454616182,-32.094608528440105
-0.2475792387109692,-0.3069457900431729,72.32920886558023,92.53340282175779,-17.239973780191804,16.734754781682255,0.9452260913073189
