startdate,enddate,ticker,changelist
31-03-2020,30-06-2020,CMICABLES.NS,-1.4265335545894073
31-03-2020,30-06-2020,CNOVAPETRO.NS,-28.571430263840806
31-03-2020,30-06-2020,COALINDIA.NS,-11.991203059501778
31-03-2020,30-06-2020,COCHINSHIP.NS,7.904563242469771
31-03-2020,30-06-2020,COLPAL.NS,3.0686712742533975
31-03-2020,30-06-2020,COMPINFO.NS,18.250955451151786
31-03-2020,30-06-2020,COMPUSOFT.NS,-10.465122468410648
31-03-2020,30-06-2020,CONCOR.NS,-9.860158024492039
31-03-2020,30-06-2020,CONSOFINVT.NS,6.456956005552279
31-03-2020,30-06-2020,CONTROLPR.NS,18.6361347647795
31-03-2020,30-06-2020,CORALFINAC.NS,-28.595315538939865
31-03-2020,30-06-2020,CORDSCABLE.NS,-0.25381290595299943
31-03-2020,30-06-2020,COROMANDEL.NS,7.03604969386265
31-03-2020,30-06-2020,COSMOFILMS.NS,30.52631387163688
31-03-2020,30-06-2020,COUNCODOS.NS,-27.272723331924254
31-03-2020,30-06-2020,CREATIVEYE.NS,161.2903429243747
31-03-2020,30-06-2020,CREST.NS,13.02549490108288
31-03-2020,30-06-2020,CRISIL.NS,6.165465362075794
31-03-2020,30-06-2020,CROMPTON.NS,10.179889012896826
31-03-2020,30-06-2020,CUB.NS,10.239732248870162
31-03-2020,30-06-2020,CUBEXTUB.NS,-4.453442702399413
31-03-2020,30-06-2020,CUMMINSIND.NS,11.03233982674518
31-03-2020,30-06-2020,CUPID.NS,7.059956783981518
31-03-2020,30-06-2020,CYBERMEDIA.NS,0.0
31-03-2020,30-06-2020,CYBERTECH.NS,46.0726776275929
31-03-2020,30-06-2020,CYIENT.NS,43.03936178222661
31-03-2020,30-06-2020,DAAWAT.NS,22.790695900140808
31-03-2020,30-06-2020,DABUR.NS,7.417289220917824
31-03-2020,30-06-2020,DALMIASUG.NS,15.929596940750592
31-03-2020,30-06-2020,DAMODARIND.NS,-8.53175182851907
31-03-2020,30-06-2020,DATAMATICS.NS,59.81780265104463
31-03-2020,30-06-2020,DBCORP.NS,1.9053937013281463
31-03-2020,30-06-2020,DBL.NS,23.302364207133
31-03-2020,30-06-2020,DBREALTY.NS,-10.0
31-03-2020,30-06-2020,DCAL.NS,27.027026371383634
31-03-2020,30-06-2020,DCBBANK.NS,2.631576934601177
31-03-2020,30-06-2020,DCM.NS,-1.5424222757914223
31-03-2020,30-06-2020,DCMSHRIRAM.NS,13.369144372361857
31-03-2020,30-06-2020,DCW.NS,17.441860980894724
31-03-2020,30-06-2020,DECCANCE.NS,5.056179775280898
31-03-2020,30-06-2020,DEEPAKFERT.NS,33.200439890011495
31-03-2020,30-06-2020,DEEPAKNTR.NS,69.42114700710707
31-03-2020,30-06-2020,DELTACORP.NS,20.62146892655367
31-03-2020,30-06-2020,DELTAMAGNT.NS,-39.32038760040663
31-03-2020,30-06-2020,DEN.NS,-8.204132233767405
31-03-2020,30-06-2020,DENORA.NS,-2.860363109691723
31-03-2020,30-06-2020,DFMFOODS.NS,90.86957185164742
31-03-2020,30-06-2020,DHAMPURSUG.NS,4.922963473521902
31-03-2020,30-06-2020,DHANBANK.NS,-13.513513339358235
31-03-2020,30-06-2020,DHANUKA.NS,3.8935557133009455
31-03-2020,30-06-2020,DHARSUGAR.NS,-40.522874065188816
31-03-2020,30-06-2020,DHFL.NS,-17.868335184179028
31-03-2020,30-06-2020,DHUNINV.NS,23.50071560874731
31-03-2020,30-06-2020,DIAMONDYD.NS,-0.23693009918811275
31-03-2020,30-06-2020,DICIND.NS,13.251944749315992
31-03-2020,30-06-2020,DISHTV.NS,70.96774193548387
31-03-2020,30-06-2020,DIVISLAB.NS,32.64309587403956
31-03-2020,30-06-2020,DIXON.NS,60.872314453125
31-03-2020,30-06-2020,DLF.NS,3.071893430223652
31-03-2020,30-06-2020,DLINKINDIA.NS,22.850413636288884
31-03-2020,30-06-2020,DMART.NS,-8.912604362551631
31-03-2020,30-06-2020,DOLLAR.NS,4.531837491953417
31-03-2020,30-06-2020,DONEAR.NS,-14.96710294130103
31-03-2020,30-06-2020,DPSCLTD.NS,49.456524837670635
31-03-2020,30-06-2020,DQE.NS,-35.897437464947885
31-03-2020,30-06-2020,DREDGECORP.NS,-0.3051641470892586
31-03-2020,30-06-2020,DRREDDY.NS,28.24625244140625
31-03-2020,30-06-2020,DSSL.NS,10.687019677576554
31-03-2020,30-06-2020,DTIL.NS,54.397290054179024
31-03-2020,30-06-2020,DWARKESH.NS,7.707128867819934
31-03-2020,30-06-2020,DYNAMATECH.NS,14.289102943064085
31-03-2020,30-06-2020,EASTSILK.NS,-8.333334989017844
31-03-2020,30-06-2020,ECLERX.NS,60.449438202247194
31-03-2020,30-06-2020,EDELWEISS.NS,-8.67834526934709
31-03-2020,30-06-2020,EICHERMOT.NS,19.504106913527398
31-03-2020,30-06-2020,EIDPARRY.NS,-3.876107192896222
31-03-2020,30-06-2020,EIHAHOTELS.NS,-3.2244873046874996
31-03-2020,30-06-2020,EIHOTEL.NS,30.040341179555615
31-03-2020,30-06-2020,EIMCOELECO.NS,6.7377009157274586
31-03-2020,30-06-2020,EKC.NS,43.466664632161454
31-03-2020,30-06-2020,ELECON.NS,-6.0714312962123325
31-03-2020,30-06-2020,ELECTCAST.NS,21.311475409836063
31-03-2020,30-06-2020,ELECTHERM.NS,-14.612451972946511
31-03-2020,30-06-2020,ELGIEQUIP.NS,60.59307871383341
31-03-2020,30-06-2020,ELGIRUBCO.NS,-29.73523203227032
31-03-2020,30-06-2020,EMAMILTD.NS,72.41379821432885
31-03-2020,30-06-2020,EMKAY.NS,22.591004421209554
31-03-2020,30-06-2020,EMMBI.NS,24.944482180423257
31-03-2020,30-06-2020,ENDURANCE.NS,23.488630814985793
31-03-2020,30-06-2020,ENERGYDEV.NS,-35.06493345644402
31-03-2020,30-06-2020,ENGINERSIN.NS,-21.670704426813092
31-03-2020,30-06-2020,ENIL.NS,4.299997965494792
31-03-2020,30-06-2020,EQUITAS.NS,0.48262548973386155
31-03-2020,30-06-2020,ERIS.NS,13.619999466055512
31-03-2020,30-06-2020,EROSMEDIA.NS,15.151515469963883
31-03-2020,30-06-2020,ESABINDIA.NS,-4.246208742194469
31-03-2020,30-06-2020,ESCORTS.NS,24.385561247456426
31-03-2020,30-06-2020,ESSARSHPNG.NS,4.216860478944423
31-03-2020,30-06-2020,ESTER.NS,51.50299832138035
31-03-2020,30-06-2020,EUROMULTI.NS,131.57895529369247
31-03-2020,30-06-2020,EUROTEXIND.NS,-11.578951383891859
31-03-2020,30-06-2020,EVEREADY.NS,75.66265427922629
31-03-2020,30-06-2020,EVERESTIND.NS,-1.5238080705915178
31-03-2020,30-06-2020,EXCEL.NS,9.52381222696814
31-03-2020,30-06-2020,EXCELINDUS.NS,38.12242672649174
31-03-2020,30-06-2020,EXIDEIND.NS,10.912158038165117
31-03-2020,30-06-2020,FACT.NS,-3.8578711185358503
31-03-2020,30-06-2020,FCL.NS,21.739129807726286
31-03-2020,30-06-2020,FCONSUMER.NS,-48.35821123265509
31-03-2020,30-06-2020,FDC.NS,31.705124059898505
31-03-2020,30-06-2020,FEDERALBNK.NS,-3.4416811918135575
31-03-2020,30-06-2020,FEL.NS,-29.39560525933548
31-03-2020,30-06-2020,FELDVR.NS,-25.500001907348636
31-03-2020,30-06-2020,FIEMIND.NS,58.31081081081081
31-03-2020,30-06-2020,FINPIPE.NS,-0.7827788649706457
31-03-2020,30-06-2020,FLEXITUFF.NS,6.190472557431176
31-03-2020,30-06-2020,FLFL.NS,-38.52023662767592
31-03-2020,30-06-2020,FMGOETZE.NS,-3.8969297642460883
31-03-2020,30-06-2020,FMNL.NS,-37.85714421953474
31-03-2020,30-06-2020,FORTIS.NS,11.690432670888493
31-03-2020,30-06-2020,FOSECOIND.NS,19.42786387290013
31-03-2020,30-06-2020,FRETAIL.NS,-34.20289633930593
31-03-2020,30-06-2020,FSL.NS,94.31216516065174
31-03-2020,30-06-2020,GABRIEL.NS,17.954421427242206
31-03-2020,30-06-2020,GAEL.NS,57.97522875124762
31-03-2020,30-06-2020,GAIL.NS,-14.864866556659043
31-03-2020,30-06-2020,GAL.NS,-18.42105411756734
31-03-2020,30-06-2020,GAMMNINFRA.NS,-38.09523755460637
31-03-2020,30-06-2020,GANDHITUBE.NS,5.2307676657652245
31-03-2020,30-06-2020,GANECOS.NS,20.970415645802515
31-03-2020,30-06-2020,GANESHHOUC.NS,-8.774839267987403
31-03-2020,30-06-2020,GARDENSILK.NS,-26.855119007100324
31-03-2020,30-06-2020,GATI.NS,9.26130298623092
31-03-2020,30-06-2020,GAYAPROJ.NS,5.487802679662069
31-03-2020,30-06-2020,GDL.NS,12.779632608309383
31-03-2020,30-06-2020,GEECEE.NS,-8.262720129035902
31-03-2020,30-06-2020,GENESYS.NS,32.66666836208768
31-03-2020,30-06-2020,GENUSPAPER.NS,-17.355374506315925
31-03-2020,30-06-2020,GENUSPOWER.NS,15.71125640257676
31-03-2020,30-06-2020,GEOJITFSL.NS,4.347819968406869
31-03-2020,30-06-2020,GEPIL.NS,-9.540596986428284
31-03-2020,30-06-2020,GESHIP.NS,12.647946338354462
31-03-2020,30-06-2020,GHCL.NS,18.784740034664985
31-03-2020,30-06-2020,GICHSGFIN.NS,16.026408145298838
31-03-2020,30-06-2020,GICRE.NS,-16.19906512649047
31-03-2020,30-06-2020,GILLANDERS.NS,-6.414470000197636
31-03-2020,30-06-2020,GILLETTE.NS,8.436243077135124
31-03-2020,30-06-2020,GINNIFILA.NS,-21.54882613291047
31-03-2020,30-06-2020,GIPCL.NS,-8.43136855979371
31-03-2020,30-06-2020,GKWLIMITED.NS,3.3684210526315788
31-03-2020,30-06-2020,GLAXO.NS,5.123331705729166
31-03-2020,30-06-2020,GLENMARK.NS,7.272728593834551
31-03-2020,30-06-2020,GLFL.NS,87.096786102073
31-03-2020,30-06-2020,GLOBALVECT.NS,-8.880994791752421
31-03-2020,30-06-2020,GLOBOFFS.NS,3.6363601684570312
31-03-2020,30-06-2020,GLOBUSSPR.NS,135.50871795182638
31-03-2020,30-06-2020,GMBREW.NS,-2.1916730692114204
31-03-2020,30-06-2020,GMDCLTD.NS,4.289215766480685
31-03-2020,30-06-2020,GNA.NS,13.05119087770363
31-03-2020,30-06-2020,GNFC.NS,33.48100879524328
31-03-2020,30-06-2020,GOACARBON.NS,-6.741825004844279
31-03-2020,30-06-2020,GOCLCORP.NS,2.834124028900376
31-03-2020,30-06-2020,GODFRYPHLP.NS,-12.259750293619172
31-03-2020,30-06-2020,GODREJAGRO.NS,13.091796998342797
31-03-2020,30-06-2020,GODREJCP.NS,3.7228204285677005
31-03-2020,30-06-2020,GODREJIND.NS,-0.6018295707108238
31-03-2020,30-06-2020,GODREJPROP.NS,5.266272189349112
31-03-2020,30-06-2020,GOKEX.NS,42.09905148995412
31-03-2020,30-06-2020,GOKUL.NS,-12.786883995181226
31-03-2020,30-06-2020,GOKULAGRO.NS,-5.9440585323939485
31-03-2020,30-06-2020,GOLDENTOBC.NS,-23.357663166542654
31-03-2020,30-06-2020,GOLDIAM.NS,23.240122288088592
31-03-2020,30-06-2020,GOLDTECH.NS,-2.808988884443171
31-03-2020,30-06-2020,GOODLUCK.NS,-3.5626553704141273
31-03-2020,30-06-2020,GPIL.NS,73.67341360711772
31-03-2020,30-06-2020,GPPL.NS,14.266400929187043
31-03-2020,30-06-2020,GPTINFRA.NS,19.661732319381944
31-03-2020,30-06-2020,GRANULES.NS,103.51144727556456
31-03-2020,30-06-2020,GRAPHITE.NS,4.062838435549308
31-03-2020,30-06-2020,GRASIM.NS,17.425031940348862
31-03-2020,30-06-2020,GRAVITA.NS,18.203041609134623
31-03-2020,30-06-2020,GREAVESCOT.NS,-14.219656707234465
31-03-2020,30-06-2020,GREENLAM.NS,-11.252334927472742
31-03-2020,30-06-2020,GREENPLY.NS,1.5231436145274044
31-03-2020,30-06-2020,GREENPOWER.NS,-28.000001907348633
31-03-2020,30-06-2020,GRINDWELL.NS,5.4
31-03-2020,30-06-2020,GROBTEA.NS,24.36095950083966
31-03-2020,30-06-2020,GRPLTD.NS,8.258917277957769
31-03-2020,30-06-2020,GSCLCEMENT.NS,-9.531773972677454
31-03-2020,30-06-2020,GSFC.NS,7.623318385650224
31-03-2020,30-06-2020,GSPL.NS,-9.87173740288424
31-03-2020,30-06-2020,GTL.NS,59.45945998192529
31-03-2020,30-06-2020,GTLINFRA.NS,-48.00000190734863
31-03-2020,30-06-2020,GTNIND.NS,-32.63598059228842
31-03-2020,30-06-2020,GTNTEX.NS,-22.834643008534634
31-03-2020,30-06-2020,GTPL.NS,25.58971023132936
31-03-2020,30-06-2020,GUFICBIO.NS,5.6530295984826475
31-03-2020,30-06-2020,GUJALKALI.NS,1.7686865247763588
31-03-2020,30-06-2020,GUJAPOLLO.NS,11.168479919433594
31-03-2020,30-06-2020,GUJGASLTD.NS,-3.8063423291574625
31-03-2020,30-06-2020,GULFOILLUB.NS,10.577316823255986
31-03-2020,30-06-2020,GULFPETRO.NS,-12.47190839788887
31-03-2020,30-06-2020,GULPOLY.NS,56.83761148208711
31-03-2020,30-06-2020,HARITASEAT.NS,10.190399737723958
31-03-2020,30-06-2020,HARRMALAYA.NS,18.89764055457891
31-03-2020,30-06-2020,HATHWAY.NS,-5.462825804950308
31-03-2020,30-06-2020,HATSUN.NS,19.549620917416878
31-03-2020,30-06-2020,HAVELLS.NS,18.38463949303875
31-03-2020,30-06-2020,HBLPOWER.NS,0.0
31-03-2020,30-06-2020,HCC.NS,-12.800003051757812
31-03-2020,30-06-2020,HCG.NS,-5.497167008992324
31-03-2020,30-06-2020,HCL-INSYS.NS,-26.04651340218477
31-03-2020,30-06-2020,HDFC.NS,-3.98024568257704
31-03-2020,30-06-2020,HDFCBANK.NS,-1.8435799653747673
31-03-2020,30-06-2020,HDFCLIFE.NS,7.530067013326781
31-03-2020,30-06-2020,HEG.NS,-11.098576271618914
31-03-2020,30-06-2020,HEIDELBERG.NS,1.206167683862202
31-03-2020,30-06-2020,HERCULES.NS,18.116879153561282
31-03-2020,30-06-2020,HERITGFOOD.NS,19.449616771162987
31-03-2020,30-06-2020,HEROMOTOCO.NS,21.1808514061887
31-03-2020,30-06-2020,HESTERBIO.NS,44.01589805933324
31-03-2020,30-06-2020,HEXATRADEX.NS,62.42937152973017
31-03-2020,30-06-2020,HFCL.NS,-6.02409624710781
31-03-2020,30-06-2020,HGS.NS,9.548235158642802
31-03-2020,30-06-2020,HIKAL.NS,44.845155295708864
31-03-2020,30-06-2020,HIL.NS,38.00836411480126
31-03-2020,30-06-2020,HILTON.NS,-15.08620640043698
31-03-2020,30-06-2020,HIMATSEIDE.NS,27.453991355380726
31-03-2020,30-06-2020,HINDALCO.NS,13.310808748812288
31-03-2020,30-06-2020,HINDCOMPOS.NS,11.234226126710603
31-03-2020,30-06-2020,HINDCOPPER.NS,5.555552939165236
31-03-2020,30-06-2020,HINDMOTORS.NS,-24.113478583113253
31-03-2020,30-06-2020,HINDNATGLS.NS,-20.182098245528728
31-03-2020,30-06-2020,HINDOILEXP.NS,4.8158662880498495
31-03-2020,30-06-2020,HINDPETRO.NS,-18.978425779464747
31-03-2020,30-06-2020,HINDUNILVR.NS,-5.9485822360934835
31-03-2020,30-06-2020,HINDZINC.NS,7.67060681129191
31-03-2020,30-06-2020,HIRECT.NS,7.530504579337904
31-03-2020,30-06-2020,HISARMETAL.NS,16.6430598497917
31-03-2020,30-06-2020,HITECHCORP.NS,9.079524281205442
31-03-2020,30-06-2020,HITECHGEAR.NS,19.642055434668624
31-03-2020,30-06-2020,HMT.NS,8.33333885228207
31-03-2020,30-06-2020,HMVL.NS,-5.882351642850742
31-03-2020,30-06-2020,HONAUT.NS,7.296101359577922
31-03-2020,30-06-2020,HONDAPOWER.NS,2.7675865865507134
31-03-2020,30-06-2020,HPL.NS,-8.115939817566803
31-03-2020,30-06-2020,HSCL.NS,15.602095838616655
31-03-2020,30-06-2020,HTMEDIA.NS,5.947956892785804
31-03-2020,30-06-2020,HUBTOWN.NS,-4.326921401644538
31-03-2020,30-06-2020,HUDCO.NS,-7.714287894112723
31-03-2020,30-06-2020,IBREALEST.NS,4.678365617099422
31-03-2020,30-06-2020,IBULHSGFIN.NS,-30.714287076677593
31-03-2020,30-06-2020,ICICIBANK.NS,4.610951008645533
31-03-2020,30-06-2020,ICICIGI.NS,1.48
31-03-2020,30-06-2020,ICICIPRULI.NS,1.8038770477073245
31-03-2020,30-06-2020,ICIL.NS,171.15903668916343
31-03-2020,30-06-2020,ICRA.NS,5.086336336336336
31-03-2020,30-06-2020,IDBI.NS,-19.977169297748187
31-03-2020,30-06-2020,IDEA.NS,-9.606982062177067
31-03-2020,30-06-2020,IDFC.NS,67.36841703716078
31-03-2020,30-06-2020,IEX.NS,7.941651249876965
31-03-2020,30-06-2020,IFBAGRO.NS,2.092436425368131
31-03-2020,30-06-2020,IFBIND.NS,39.30739442201548
31-03-2020,30-06-2020,IFCI.NS,-21.656048788763748
31-03-2020,30-06-2020,IGARASHI.NS,2.3392813546316966
31-03-2020,30-06-2020,IGL.NS,-9.844849849704595
31-03-2020,30-06-2020,IGPL.NS,115.75365388039995
31-03-2020,30-06-2020,IIFL.NS,6.46437163483827
31-03-2020,30-06-2020,IITL.NS,-11.666666666666666
31-03-2020,30-06-2020,IMFA.NS,41.41383418455709
31-03-2020,30-06-2020,IMPAL.NS,9.273480344462286
31-03-2020,30-06-2020,INDBANK.NS,33.986926434249796
31-03-2020,30-06-2020,INDIACEM.NS,-6.8799987792968755
31-03-2020,30-06-2020,INDIAGLYCO.NS,3.443164599339008
31-03-2020,30-06-2020,INDIANB.NS,-11.926609892618025
31-03-2020,30-06-2020,INDIANCARD.NS,9.77701926830047
31-03-2020,30-06-2020,INDIANHUME.NS,3.2374063535291207
31-03-2020,30-06-2020,INDIGO.NS,24.307994582267302
31-03-2020,30-06-2020,INDLMETER.NS,-9.09090800379102
31-03-2020,30-06-2020,INDNIPPON.NS,26.193037962901926
31-03-2020,30-06-2020,INDOCO.NS,26.111768797376634
31-03-2020,30-06-2020,INDORAMA.NS,34.72222222222222
31-03-2020,30-06-2020,INDOTECH.NS,-3.110660843271777
31-03-2020,30-06-2020,INDOTHAI.NS,-13.53591553206648
31-03-2020,30-06-2020,INDOWIND.NS,-28.571426802088425
31-03-2020,30-06-2020,INDRAMEDCO.NS,-7.239819004524888
31-03-2020,30-06-2020,INDSWFTLAB.NS,40.5646273171309
31-03-2020,30-06-2020,INDSWFTLTD.NS,19.99999682108561
31-03-2020,30-06-2020,INDTERRAIN.NS,-2.258066977224042
31-03-2020,30-06-2020,INDUSINDBK.NS,13.517377420437116
31-03-2020,30-06-2020,INEOSSTYRO.NS,-29.689655172413794
31-03-2020,30-06-2020,INFIBEAM.NS,23.184824101534907
31-03-2020,30-06-2020,INGERRAND.NS,-6.07294527241702
31-03-2020,30-06-2020,INOXLEISUR.NS,15.202556032615938
31-03-2020,30-06-2020,INOXWIND.NS,-1.1292270149882668
31-03-2020,30-06-2020,INSECTICID.NS,4.065645782325304
31-03-2020,30-06-2020,INTELLECT.NS,80.43859381424753
31-03-2020,30-06-2020,INTENTECH.NS,27.216496418431863
31-03-2020,30-06-2020,INVENTURE.NS,19.298245614035086
31-03-2020,30-06-2020,IOB.NS,-27.37642229831311
31-03-2020,30-06-2020,IOC.NS,-14.326162048334243
31-03-2020,30-06-2020,IOLCP.NS,66.49819684398405
31-03-2020,30-06-2020,IPCALAB.NS,23.558263971462544
31-03-2020,30-06-2020,IRB.NS,23.858692335045856
31-03-2020,30-06-2020,ISMTLTD.NS,132.2222179836697
31-03-2020,30-06-2020,ITC.NS,-13.089263612653868
31-03-2020,30-06-2020,ITDCEM.NS,-2.0972397956485977
31-03-2020,30-06-2020,ITI.NS,19.96286036139104
31-03-2020,30-06-2020,IVC.NS,9.8591590916158
31-03-2020,30-06-2020,IVP.NS,17.83355421959958
31-03-2020,30-06-2020,IZMO.NS,51.89308380966071
31-03-2020,30-06-2020,JAGRAN.NS,-7.596520388154696
31-03-2020,30-06-2020,JAIBALAJI.NS,-27.015252970934334
31-03-2020,30-06-2020,JAICORPLTD.NS,-3.7593986289505397
31-03-2020,30-06-2020,JAMNAAUTO.NS,29.81186530971644
31-03-2020,30-06-2020,JAYAGROGN.NS,-7.673622273593727
31-03-2020,30-06-2020,JAYBARMARU.NS,0.4329048493005544
31-03-2020,30-06-2020,JAYNECOIND.NS,-25.92592941444635
31-03-2020,30-06-2020,JAYSREETEA.NS,32.967032967032964
31-03-2020,30-06-2020,JBCHEPHARM.NS,44.62281072477576
31-03-2020,30-06-2020,JBFIND.NS,-30.567686098718205
31-03-2020,30-06-2020,JBMA.NS,1.5651084743211017
31-03-2020,30-06-2020,JCHAC.NS,-5.126498204628332
31-03-2020,30-06-2020,JHS.NS,7.571805701428719
31-03-2020,30-06-2020,JINDALPHOT.NS,-22.55192940478386
31-03-2020,30-06-2020,JINDALPOLY.NS,17.37789359987548
31-03-2020,30-06-2020,JINDALSAW.NS,9.052451120559283
31-03-2020,30-06-2020,JINDALSTEL.NS,17.85256801507412
31-03-2020,30-06-2020,JINDCOT.NS,0.0
31-03-2020,30-06-2020,JINDRILL.NS,0.6930006783446276
31-03-2020,30-06-2020,JINDWORLD.NS,2.212853994052288
31-03-2020,30-06-2020,JISLDVREQS.NS,-12.451364466704595
31-03-2020,30-06-2020,JISLJALEQS.NS,13.779527766002861
31-03-2020,30-06-2020,JITFINFRA.NS,-11.801245510474603
31-03-2020,30-06-2020,JKCEMENT.NS,12.346268258716142
31-03-2020,30-06-2020,JKIL.NS,10.151749490774861
31-03-2020,30-06-2020,JKLAKSHMI.NS,0.5971337652161928
31-03-2020,30-06-2020,JKPAPER.NS,-12.064856185001432
31-03-2020,30-06-2020,JKTYRE.NS,-7.433489650350468
31-03-2020,30-06-2020,JMA.NS,10.989010989010989
31-03-2020,30-06-2020,JMCPROJECT.NS,2.9615004043654296
31-03-2020,30-06-2020,JMFINANCIL.NS,8.461542729731205
31-03-2020,30-06-2020,JMTAUTOLTD.NS,-54.76190764527373
31-03-2020,30-06-2020,JOCIL.NS,16.3832596806492
31-03-2020,30-06-2020,JPASSOCIAT.NS,15.38461961689801
31-03-2020,30-06-2020,JPINFRATEC.NS,-32.432433303208825
31-03-2020,30-06-2020,JPPOWER.NS,17.948712619177194
31-03-2020,30-06-2020,JSL.NS,9.056599934895832
31-03-2020,30-06-2020,JSLHISAR.NS,23.507462686567166
31-03-2020,30-06-2020,JSWENERGY.NS,21.428573718305756
31-03-2020,30-06-2020,JSWHL.NS,18.64110218885088
31-03-2020,30-06-2020,JSWSTEEL.NS,44.91237710946878
31-03-2020,30-06-2020,JUBILANT.NS,10.800301156392912
31-03-2020,30-06-2020,JUBLFOOD.NS,37.22663166165014
31-03-2020,30-06-2020,JUBLINDS.NS,24.00746960821332
31-03-2020,30-06-2020,JUSTDIAL.NS,-8.1727251765854
31-03-2020,30-06-2020,JYOTHYLAB.NS,21.957339464588188
31-03-2020,30-06-2020,KABRAEXTRU.NS,30.588238055889423
31-03-2020,30-06-2020,KAJARIACER.NS,31.94023316110638
31-03-2020,30-06-2020,KAKATCEM.NS,0.9059254716082318
31-03-2020,30-06-2020,KALPATPOWR.NS,14.378478257146257
31-03-2020,30-06-2020,KALYANIFRG.NS,-0.2536276112432065
31-03-2020,30-06-2020,KAMATHOTEL.NS,7.586209527377425
31-03-2020,30-06-2020,KAMDHENU.NS,-3.076918808730332
31-03-2020,30-06-2020,KANANIIND.NS,-25.974026617422393
31-03-2020,30-06-2020,KANORICHEM.NS,13.372087994416349
31-03-2020,30-06-2020,KANSAINER.NS,9.004522125106051
31-03-2020,30-06-2020,KARMAENG.NS,-22.85714441416215
31-03-2020,30-06-2020,KARURVYSYA.NS,-5.932209599717583
31-03-2020,30-06-2020,KAYA.NS,-0.18881715541607405
31-03-2020,30-06-2020,KCP.NS,18.492463845104428
31-03-2020,30-06-2020,KCPSUGIND.NS,-1.6778523919496573
31-03-2020,30-06-2020,KEC.NS,23.89924917648088
31-03-2020,30-06-2020,KECL.NS,-27.304966505741458
31-03-2020,30-06-2020,KEI.NS,1.7657262789564339
31-03-2020,30-06-2020,KELLTONTEC.NS,147.15189092187168
31-03-2020,30-06-2020,KERNEX.NS,9.5375814950571
31-03-2020,30-06-2020,KHADIM.NS,-8.793541837280113
31-03-2020,30-06-2020,KHAITANLTD.NS,0.0
31-03-2020,30-06-2020,KHANDSE.NS,-19.457018417133686
31-03-2020,30-06-2020,KICL.NS,4.817456442212301
31-03-2020,30-06-2020,KILITCH.NS,-20.049259580414873
31-03-2020,30-06-2020,KINGFA.NS,33.17655997433932
31-03-2020,30-06-2020,KIOCL.NS,1.8518504813616383
31-03-2020,30-06-2020,KIRIINDUS.NS,22.900309967986676
31-03-2020,30-06-2020,KIRLOSBROS.NS,-4.38448314936264
31-03-2020,30-06-2020,KIRLOSENG.NS,0.0
31-03-2020,30-06-2020,KIRLOSIND.NS,-10.014513788098693
31-03-2020,30-06-2020,KITEX.NS,-8.94666740371529
31-03-2020,30-06-2020,KMSUGAR.NS,18.91891891891892
31-03-2020,30-06-2020,KNRCON.NS,20.50974262139029
31-03-2020,30-06-2020,KOHINOOR.NS,-31.944441317040162
31-03-2020,30-06-2020,KOKUYOCMLN.NS,1.6608404724969335
31-03-2020,30-06-2020,KOLTEPATIL.NS,0.46468403244241796
31-03-2020,30-06-2020,KOPRAN.NS,146.34831659331232
31-03-2020,30-06-2020,KOTAKBANK.NS,-6.315486240773738
31-03-2020,30-06-2020,KOTARISUG.NS,7.638891740345737
31-03-2020,30-06-2020,KOTHARIPET.NS,-3.2641016733389905
31-03-2020,30-06-2020,KOTHARIPRO.NS,-10.467705117720937
31-03-2020,30-06-2020,KPRMILL.NS,25.156250000000004
31-03-2020,30-06-2020,KRBL.NS,13.525317891943892
31-03-2020,30-06-2020,KREBSBIO.NS,15.92356687898089
31-03-2020,30-06-2020,KRIDHANINF.NS,-50.86207222569985
31-03-2020,30-06-2020,KSCL.NS,-4.315243375188415
31-03-2020,30-06-2020,KSL.NS,1.7647088742723651
31-03-2020,30-06-2020,KTKBANK.NS,-1.8823511460248161
31-03-2020,30-06-2020,KWALITY.NS,-46.938778489195016
31-03-2020,30-06-2020,LAKSHVILAS.NS,-20.47243674679909
31-03-2020,30-06-2020,LALPATHLAB.NS,20.72109430839025
31-03-2020,30-06-2020,LAMBODHARA.NS,-2.3648674118858106
31-03-2020,30-06-2020,LAOPALA.NS,9.311316597704971
31-03-2020,30-06-2020,LASA.NS,63.986004596487746
31-03-2020,30-06-2020,LAURUSLABS.NS,178.25715564546132
31-03-2020,30-06-2020,LAXMIMACH.NS,18.961621788027937
31-03-2020,30-06-2020,LFIC.NS,31.02273074063388
31-03-2020,30-06-2020,LGBBROSLTD.NS,-2.1914172725938914
31-03-2020,30-06-2020,LIBERTSHOE.NS,25.06023851264433
31-03-2020,30-06-2020,LICHSGFIN.NS,5.930937940143618
31-03-2020,30-06-2020,LINCOLN.NS,62.45764711079281
31-03-2020,30-06-2020,LINCPEN.NS,-7.447674463455925
31-03-2020,30-06-2020,LINDEINDIA.NS,19.458806495481625
31-03-2020,30-06-2020,LOTUSEYE.NS,-4.28571549672929
31-03-2020,30-06-2020,LOVABLE.NS,-4.899392785650064
31-03-2020,30-06-2020,LTI.NS,30.72422932103737
31-03-2020,30-06-2020,LTTS.NS,24.813691926093156
31-03-2020,30-06-2020,LUMAXIND.NS,20.94804182017816
31-03-2020,30-06-2020,LUMAXTECH.NS,10.063626240317198
31-03-2020,30-06-2020,LUPIN.NS,7.9090922146557485
